episode,actions,rewards
0,2,-100100.0
1,2,-100099.0
2,4,-4298.0
3,6,-100495.0
4,2,-100099.0
5,2,-4100.0
6,6,-4496.0
7,2,-4100.0
8,2,-200000.0
9,2,-100099.0
10,8,-100693.0
11,6,-100495.0
12,2,-4100.0
13,8,-100695.0
14,2,-100100.0
15,2,-200000.0
16,2,-100099.0
17,4,-4399.0
18,2,-100099.0
19,4,-200198.0
20,2,-4100.0
21,2,-200000.0
22,2,-200000.0
23,10,-100895.0
24,2,-100099.0
25,2,-100100.0
26,2,-100099.0
27,2,-100100.0
28,2,-4100.0
29,2,-4100.0
30,2,-100099.0
31,8,-100694.0
32,2,-100099.0
33,2,-100099.0
34,4,-4298.0
35,4,-4399.0
36,6,-100495.0
37,6,-100497.0
38,4,-100297.0
39,2,-100099.0
40,4,-100297.0
41,42,-101664.0
42,8,-100695.0
43,2,-100099.0
44,2,-200000.0
45,2,-100099.0
46,2,-100099.0
47,2,-4100.0
48,2,-100100.0
49,6,-100496.0
50,2,-100099.0
51,2,-100099.0
52,2,-100099.0
53,2,-100099.0
54,2,-4100.0
55,6,-200396.0
56,2,-100100.0
57,2,-200000.0
58,2,-4100.0
59,2,-4100.0
60,2,-100100.0
61,2,-100099.0
62,2,-100099.0
63,4,-100298.0
64,4,-100297.0
65,2,-100100.0
66,2,-100099.0
67,6,-200396.0
68,8,-100695.0
69,4,-100298.0
70,4,-100297.0
71,4,-100298.0
72,20,-101883.0
73,2,-4100.0
74,4,-100297.0
75,4,-100300.0
76,2,-100100.0
77,4,-100300.0
78,2,-100099.0
79,12,-101095.0
80,2,-100099.0
81,2,-4100.0
82,2,-4100.0
83,2,-100099.0
84,4,-100298.0
85,2,-100100.0
86,2,-100099.0
87,2,-100099.0
88,4,-100298.0
89,8,-100694.0
90,2,-100099.0
91,2,-100099.0
92,8,-100695.0
93,2,-100099.0
94,2,-100099.0
95,2,-100099.0
96,2,-100099.0
97,4,-100297.0
98,6,-100498.0
99,2,-100100.0
100,4,-200198.0
101,2,-4100.0
102,2,-100099.0
103,2,-100099.0
104,4,-100297.0
105,2,-100099.0
106,4,-4298.0
107,30,-102278.0
108,10,-100894.0
109,2,-100099.0
110,2,-100100.0
111,22,-102091.0
112,2,-200000.0
113,42,-102268.0
114,12,-101090.0
115,24,-101681.0
116,4,-100297.0
117,24,-102082.0
118,6,-100496.0
119,6,-100495.0
120,8,-100695.0
121,4,-100297.0
122,2,-100099.0
123,2,-4100.0
124,2,-200000.0
125,20,-5488.0
126,2,-100099.0
127,2,-200000.0
128,2,-100100.0
129,2,-100100.0
130,2,-100099.0
131,6,-100497.0
132,10,-100892.0
133,2,-100099.0
134,2,-200000.0
135,2,-100099.0
136,8,-100695.0
137,8,-4696.0
138,2,-100099.0
139,4,-4300.0
140,6,-100496.0
141,4,-200199.0
142,4,-100297.0
143,2,-100099.0
144,2,-100099.0
145,2,-100099.0
146,2,-100099.0
147,2,-100099.0
148,2,-100100.0
149,2,-100099.0
150,4,-100298.0
151,12,-101093.0
152,8,-100694.0
153,4,-4399.0
154,2,-100100.0
155,4,-100298.0
156,2,-200000.0
157,16,-101287.0
158,2,-100099.0
159,2,-100100.0
160,2,-100100.0
161,2,-4100.0
162,2,-100099.0
163,2,-100099.0
164,4,-100298.0
165,4,-100297.0
166,2,-100100.0
167,40,-102269.0
168,2,-100099.0
