episode,actions,rewards
704,2,-199.0
705,2,-300.0
706,18,-86.0
707,2,-300.0
708,2,-199.0
709,4,-398.0
710,32,127.0
711,2,-299.0
712,16,-187.0
713,2,-500.0
714,2,-400.0
715,6,4.0
716,12,210.0
717,4,-197.0
718,2,-99.0
719,2,-300.0
720,4,-198.0
721,18,315.0
722,2,-99.0
723,4,-700.0
724,2,-500.0
725,6,-95.0
726,8,-294.0
727,2,-99.0
728,4,103.0
729,2,-99.0
730,2,-300.0
731,2,-300.0
732,2,-99.0
733,8,-195.0
734,2,-199.0
735,4,-198.0
736,16,-88.0
737,2,-300.0
738,4,-297.0
739,2,-400.0
740,4,103.0
741,2,-400.0
742,8,6.0
743,2,-99.0
744,4,-98.0
745,6,4.0
746,2,-99.0
747,2,-400.0
748,6,-195.0
749,4,-197.0
750,4,-298.0
751,10,208.0
752,10,7.0
753,6,-95.0
754,2,-299.0
755,2,-199.0
756,2,-299.0
757,2,-199.0
758,2,-99.0
759,60,250.0
760,2,-99.0
761,6,-397.0
762,2,-99.0
763,2,-400.0
764,2,-199.0
765,2,-500.0
766,2,-400.0
767,2,-299.0
768,8,-294.0
769,2,-400.0
770,6,-597.0
771,2,-500.0
772,2,-199.0
773,4,-499.0
774,6,-296.0
775,18,-587.0
776,2,-500.0
777,2,-500.0
778,2,-199.0
779,2,-300.0
780,4,-299.0
781,6,-197.0
782,4,-197.0
783,6,105.0
784,4,-499.0
785,4,103.0
786,10,-494.0
787,2,-299.0
788,2,-299.0
789,2,-199.0
790,6,-95.0
791,6,-96.0
792,2,-300.0
793,42,550.711582549879
794,2,-299.0
795,4,-98.0
796,8,107.0
797,2,-99.0
798,2,-199.0
799,2,-300.0
800,6,-397.0
801,4,103.0
802,2,-299.0
803,2,-300.0
804,6,-799.0
805,2,-500.0
806,2,-99.0
807,2,-199.0
808,8,107.0
809,6,-95.0
810,2,-300.0
811,4,-97.0
812,2,-300.0
813,10,108.0
814,2,-99.0
815,2,-300.0
816,82,-1433.0
817,2,-99.0
818,8,-597.0
819,2,-99.0
820,2,-300.0
821,4,-198.0
822,6,5.0
823,2,-300.0
824,4,-298.0
825,6,-296.0
826,8,106.0
827,4,-299.0
828,4,3.0
829,6,-298.0
830,2,-299.0
831,6,-196.0
832,2,-199.0
833,2,-99.0
834,4,-197.0
835,8,-395.0
836,2,-400.0
837,2,-300.0
838,10,108.0
839,4,103.0
840,2,-300.0
841,4,-599.0
842,4,-198.0
843,6,105.0
844,2,-99.0
845,10,-392.0
846,4,-399.0
847,2,-199.0
848,2,-299.0
849,2,-199.0
850,2,-299.0
851,4,3.0
852,2,-99.0
853,24,520.0
854,4,103.0
855,2,-299.0
856,2,-199.0
857,2,-99.0
858,2,-199.0
859,2,-400.0
860,2,-500.0
861,2,-99.0
862,2,-400.0
863,2,-500.0
864,14,512.0
865,2,-400.0
866,2,-99.0
867,2,-99.0
868,6,-498.0
869,4,-197.0
870,4,-298.0
871,2,-500.0
872,4,-298.0
873,2,-299.0
874,4,-197.0
875,10,-292.0
876,2,-300.0
877,14,-290.0
878,2,-500.0
879,2,-400.0
880,4,-398.0
881,2,-199.0
882,4,-198.0
883,2,-299.0
884,4,-298.0
885,2,-500.0
886,6,305.0
887,6,-297.0
888,2,-99.0
889,6,-398.0
890,4,-298.0
891,6,-397.0
892,2,-99.0
893,16,14.0
894,2,-500.0
895,2,-299.0
896,2,-500.0
897,4,-198.0
898,2,-99.0
899,4,-298.0
900,8,-195.0
901,18,215.0
902,4,-500.0
903,2,-300.0
904,2,-99.0
905,2,-500.0
906,2,-500.0
907,2,-199.0
908,4,-399.0
909,2,-500.0
910,2,-400.0
911,2,-299.0
912,6,-296.0
913,2,-199.0
914,2,-99.0
915,2,-299.0
916,2,-400.0
917,2,-199.0
918,2,-99.0
919,4,-98.0
920,2,-99.0
921,22,120.0
922,2,-299.0
923,2,-400.0
924,4,-97.0
925,12,-290.0
926,2,-299.0
927,2,-99.0
928,2,-300.0
929,2,-500.0
930,2,-299.0
931,2,-99.0
932,2,-99.0
933,10,107.0
934,6,-397.0
935,4,-298.0
936,6,4.0
937,2,-400.0
938,2,-99.0
939,4,-399.0
940,12,-193.0
941,2,-199.0
942,2,-400.0
943,2,-299.0
944,4,103.0
945,2,-400.0
946,2,-99.0
947,4,-198.0
948,2,-99.0
949,4,3.0
950,4,103.0
951,2,-199.0
952,6,104.0
953,4,-197.0
954,2,-99.0
955,2,-99.0
956,6,-297.0
957,4,-398.0
958,4,-197.0
959,2,-99.0
960,2,-299.0
961,6,-396.0
962,2,-99.0
963,2,-500.0
964,4,-298.0
965,4,-97.0
966,2,-400.0
967,6,-196.0
968,2,-300.0
969,6,-599.0
970,2,-500.0
971,4,-98.0
972,2,-500.0
973,6,4.0
974,2,-500.0
975,6,-197.0
976,6,5.0
977,4,-97.0
978,4,-298.0
979,18,-185.0
980,4,3.0
981,18,215.0
982,8,107.0
983,2,-99.0
984,6,205.0
985,2,-300.0
986,6,-196.0
987,2,-99.0
988,2,-500.0
989,2,-500.0
990,4,3.0
991,2,-199.0
992,2,-299.0
993,2,-299.0
994,4,-97.0
995,2,-299.0
996,2,-300.0
997,6,-96.0
998,2,-199.0
999,8,-94.0
1000,2,-99.0
1001,2,-500.0
1002,2,-400.0
1003,2,-199.0
1004,2,-400.0
1005,4,3.0
1006,2,-500.0
1007,2,-299.0
1008,2,-99.0
1009,6,-598.0
1010,6,205.0
1011,2,-400.0
1012,6,105.0
1013,6,-95.0
1014,6,4.0
1015,2,-500.0
1016,2,-400.0
1017,2,-99.0
1018,2,-199.0
1019,2,-199.0
1020,2,-99.0
1021,2,-300.0
1022,2,-99.0
1023,2,-99.0
1024,4,-198.0
1025,2,-400.0
1026,2,-99.0
1027,6,-297.0
1028,2,-99.0
1029,2,-400.0
1030,18,-185.0
1031,2,-99.0
1032,64,158.0
1033,6,5.0
1034,6,-196.0
1035,2,-300.0
1036,2,-400.0
1037,2,-199.0
1038,2,-500.0
1039,4,-599.0
1040,2,-299.0
1041,2,-300.0
1042,2,-300.0
1043,4,-298.0
1044,2,-199.0
1045,4,-197.0
1046,2,-99.0
1047,2,-500.0
1048,2,-300.0
1049,2,-300.0
1050,32,-476.0
1051,4,-298.0
1052,2,-199.0
1053,2,-99.0
1054,2,-99.0
1055,2,-99.0
1056,2,-99.0
1057,4,-299.0
1058,2,-400.0
1059,2,-299.0
1060,6,105.0
1061,2,-300.0
1062,8,-396.0
1063,2,-99.0
1064,2,-299.0
1065,2,-300.0
1066,6,105.0
1067,2,-199.0
