,episode,actions,rewards
1139,1139,4,-1102.0
1140,1140,5,-1004.0
1141,1141,2,-1001.0
1142,1142,1,-1000.0
1143,1143,1,-1000.0
1144,1144,2,-1001.0
1145,1145,14,-1310.0
1146,1146,7,-1105.0
1147,1147,1,-1000.0
1148,1148,29,-1424.0
1149,1149,1,-1000.0
1150,1150,1,-1000.0
1151,1151,1,-1000.0
1152,1152,1,-1000.0
1153,1153,1,-1000.0
1154,1154,5,-1004.0
1155,1155,2,-1100.0
1156,1156,1,-1000.0
1157,1157,1,-1000.0
1158,1158,1,-1000.0
1159,1159,14,-1112.0
1160,1160,1,-1000.0
1161,1161,2,-1001.0
1162,1162,3,-1200.0
1163,1163,1,-1000.0
1164,1164,2,-1001.0
1165,1165,1,-1000.0
1166,1166,4,-1003.0
1167,1167,16,-1411.0
1168,1168,29,-1919.0
1169,1169,4,-1102.0
1170,1170,1,-1000.0
1171,1171,6,-1104.0
1172,1172,1,-1000.0
1173,1173,12,-1011.0
1174,1174,1,-1000.0
1175,1175,2,-1100.0
1176,1176,1,-1000.0
1177,1177,3,-1101.0
1178,1178,2,-1100.0
1179,1179,1,-1000.0
1180,1180,3,-1002.0
1181,1181,4,-1102.0
1182,1182,1,-1000.0
1183,1183,1,-1000.0
1184,1184,1,-1000.0
1185,1185,2,-1001.0
1186,1186,2,-1001.0
1187,1187,7,-1105.0
1188,1188,4,-1102.0
1189,1189,15,-1410.0
1190,1190,3,-1101.0
1191,1191,1,-1000.0
1192,1192,1,-1000.0
1193,1193,5,-1202.0
1194,1194,2,-1001.0
1195,1195,2,-1001.0
1196,1196,3,-1101.0
1197,1197,1,-1000.0
1198,1198,8,-1106.0
1199,1199,1,-1000.0
1200,1200,2,-1100.0
1201,1201,2,-1100.0
1202,1202,2,-1100.0
1203,1203,7,-1105.0
1204,1204,2,-1001.0
1205,1205,8,-1106.0
1206,1206,1,-1000.0
1207,1207,4,-1201.0
1208,1208,8,-1007.0
1209,1209,3,-1200.0
1210,1210,8,-1205.0
1211,1211,1,-1000.0
1212,1212,2,-1100.0
1213,1213,3,-1002.0
1214,1214,8,-1106.0
1215,1215,3,-1002.0
1216,1216,2,-1001.0
1217,1217,8,-1106.0
1218,1218,2,-1100.0
1219,1219,19,-1216.0
1220,1220,4,-1003.0
1221,1221,28,-1522.0
1222,1222,1,-1000.0
1223,1223,2,-1001.0
1224,1224,1,-1000.0
1225,1225,1,-1000.0
1226,1226,2,-1001.0
1227,1227,2,-1100.0
1228,1228,1,-1000.0
1229,1229,2,-1001.0
1230,1230,3,-1101.0
1231,1231,48,-1542.0
1232,1232,6,-1203.0
1233,1233,9,-1206.0
1234,1234,1,-1000.0
1235,1235,3,-1002.0
1236,1236,1,-1000.0
1237,1237,4,-1201.0
1238,1238,3,-1101.0
1239,1239,4,-1003.0
1240,1240,1,-1000.0
1241,1241,5,-1202.0
1242,1242,5,-1103.0
1243,1243,1,-1000.0
1244,1244,2,-1001.0
1245,1245,2,-1001.0
1246,1246,3,-1101.0
1247,1247,2,-1001.0
1248,1248,19,-1513.0
1249,1249,4,-1201.0
1250,1250,3,-1002.0
1251,1251,2,-1001.0
1252,1252,2,-1100.0
1253,1253,13,-1012.0
1254,1254,3,-1002.0
1255,1255,1,-1000.0
1256,1256,8,-1106.0
1257,1257,5,-1103.0
1258,1258,2,-1001.0
1259,1259,2,-1001.0
1260,1260,4,-1102.0
1261,1261,1,-1000.0
1262,1262,36,-1530.0
1263,1263,1,-1000.0
1264,1264,1,-1000.0
1265,1265,2,-1001.0
1266,1266,9,-1107.0
1267,1267,1,-1000.0
1268,1268,5,-1004.0
1269,1269,6,-1203.0
1270,1270,1,-1000.0
1271,1271,1,-1000.0
1272,1272,2,-1001.0
1273,1273,5,-1103.0
1274,1274,1,-1000.0
1275,1275,3,-1101.0
1276,1276,9,-1107.0
1277,1277,1,-1000.0
1278,1278,1,-1000.0
1279,1279,12,-1407.0
1280,1280,6,-1203.0
1281,1281,1,-1000.0
1282,1282,10,-1009.0
1283,1283,1,-1000.0
1284,1284,1,-1000.0
1285,1285,1,-1000.0
1286,1286,22,-1516.0
1287,1287,13,-1309.0
1288,1288,1,-1000.0
1289,1289,4,-1003.0
1290,1290,9,-1404.0
1291,1291,17,-1115.0
1292,1292,3,-1002.0
1293,1293,1,-1000.0
1294,1294,17,-1511.0
1295,1295,2,-1001.0
1296,1296,2,-1100.0
1297,1297,6,-1005.0
1298,1298,1,-1000.0
1299,1299,15,-1113.0
1300,1300,2,-1001.0
1301,1301,4,-1003.0
1302,1302,1,-1000.0
1303,1303,4,-1003.0
1304,1304,3,-1002.0
1305,1305,2,-1001.0
1306,1306,1,-1000.0
1307,1307,8,-1106.0
1308,1308,1,-1000.0
1309,1309,7,-1006.0
1310,1310,1,-1000.0
1311,1311,1,-1000.0
1312,1312,8,-1106.0
1313,1313,2,-1001.0
1314,1314,4,-1003.0
1315,1315,1,-1000.0
1316,1316,1,-1000.0
1317,1317,1,-1000.0
1318,1318,1,-1000.0
1319,1319,3,-1002.0
1320,1320,2,-1001.0
1321,1321,42,-1239.0
1322,1322,6,-1005.0
1323,1323,1,-1000.0
1324,1324,1,-1000.0
1325,1325,11,-1010.0
1326,1326,46,-1342.0
1327,1327,3,-1002.0
1328,1328,1,-1000.0
1329,1329,1,-1000.0
1330,1330,1,-1000.0
1331,1331,20,-1217.0
1332,1332,3,-1002.0
1333,1333,3,-1200.0
1334,1334,12,-1308.0
1335,1335,1,-1000.0
1336,1336,1,-1000.0
1337,1337,1,-1000.0
1338,1338,1,-1000.0
1339,1339,1,-1000.0
1340,1340,5,-1004.0
1341,1341,4,-1003.0
1342,1342,1,-1000.0
1343,1343,6,-1005.0
1344,1344,40,-1336.0
1345,1345,2,-1100.0
1346,1346,3,-1002.0
1347,1347,1,-1000.0
1348,1348,4,-1003.0
1349,1349,3,-1002.0
1350,1350,3,-1002.0
1351,1351,2,-1001.0
1352,1352,5,-1202.0
1353,1353,3,-1002.0
1354,1354,1,-1000.0
1355,1355,1,-1000.0
1356,1356,5,-1004.0
1357,1357,3,-1002.0
1358,1358,13,-1111.0
1359,1359,1,-1000.0
1360,1360,3,-1002.0
1361,1361,6,-1104.0
1362,1362,4,-1102.0
1363,1363,29,-1325.0
1364,1364,1,-1000.0
1365,1365,2,-1001.0
1366,1366,8,-1205.0
1367,1367,2,-1001.0
1368,1368,7,-1105.0
1369,1369,1,-1000.0
1370,1370,1,-1000.0
1371,1371,3,-1002.0
1372,1372,2,-1100.0
1373,1373,1,-1000.0
1374,1374,6,-1104.0
1375,1375,1,-1000.0
1376,1376,1,-1000.0
1377,1377,1,-1000.0
1378,1378,1,-1000.0
1379,1379,23,-1319.0
1380,1380,1,-1000.0
1381,1381,3,-1002.0
1382,1382,1,-1000.0
1383,1383,3,-1101.0
1384,1384,2,-1100.0
1385,1385,1,-1000.0
1386,1386,1,-1000.0
1387,1387,11,-1208.0
1388,1388,2,-1001.0
1389,1389,66,-1758.0
1390,1390,2,-1001.0
1391,1391,8,-1007.0
1392,1392,1,-1000.0
1393,1393,24,-1518.0
1394,1394,2,-1100.0
1395,1395,1,-1000.0
1396,1396,2,-1001.0
1397,1397,7,-1105.0
1398,1398,12,-1011.0
1399,1399,5,-1004.0
1400,1400,3,-1002.0
1401,1401,1,-1000.0
1402,1402,1,-1000.0
1403,1403,7,-1105.0
1404,1404,2,-1001.0
1405,1405,1,-1000.0
1406,1406,2,-1100.0
1407,1407,13,-1210.0
1408,1408,4,-1201.0
1409,1409,1,-1000.0
1410,1410,3,-1002.0
1411,1411,1,-1000.0
1412,1412,10,-1306.0
1413,1413,8,-1106.0
1414,1414,11,-1010.0
1415,1415,3,-1002.0
1416,1416,2,-1001.0
1417,1417,2,-1100.0
1418,1418,4,-1102.0
1419,1419,6,-1005.0
1420,1420,1,-1000.0
1421,1421,7,-1105.0
1422,1422,1,-1000.0
1423,1423,2,-1001.0
1424,1424,5,-1103.0
1425,1425,3,-1101.0
1426,1426,1,-1000.0
1427,1427,10,-1207.0
1428,1428,1,-1000.0
1429,1429,9,-1008.0
1430,1430,3,-1002.0
1431,1431,3,-1002.0
1432,1432,1,-1000.0
1433,1433,2,-1100.0
1434,1434,4,-1102.0
1435,1435,2,-1001.0
1436,1436,5,-1301.0
1437,1437,2,-1100.0
1438,1438,1,-1000.0
1439,1439,53,-1250.0
1440,1440,1,-1000.0
1441,1441,1,-1000.0
1442,1442,3,-1002.0
1443,1443,4,-1003.0
1444,1444,8,-1007.0
1445,1445,9,-1305.0
1446,1446,3,-1002.0
1447,1447,2,-1001.0
1448,1448,5,-1004.0
1449,1449,1,-1000.0
1450,1450,2,-1001.0
1451,1451,2,-1100.0
1452,1452,13,-1309.0
1453,1453,3,-1002.0
1454,1454,1,-1000.0
1455,1455,1,-1000.0
1456,1456,1,-1000.0
1457,1457,1,-1000.0
1458,1458,1,-1000.0
1459,1459,9,-1503.0
1460,1460,1,-1000.0
1461,1461,2,-1001.0
1462,1462,7,-1105.0
1463,1463,1,-1000.0
1464,1464,3,-1101.0
1465,1465,4,-1003.0
1466,1466,1,-1000.0
1467,1467,1,-1000.0
1468,1468,1,-1000.0
1469,1469,4,-1102.0
1470,1470,1,-1000.0
1471,1471,19,-1216.0
1472,1472,6,-1005.0
1473,1473,3,-1101.0
1474,1474,1,-1000.0
1475,1475,1,-1000.0
1476,1476,9,-1305.0
1477,1477,1,-1000.0
1478,1478,3,-1101.0
1479,1479,16,-1411.0
1480,1480,1,-1000.0
1481,1481,1,-1000.0
1482,1482,3,-1101.0
1483,1483,2,-1001.0
1484,1484,16,-1411.0
1485,1485,1,-1000.0
1486,1486,1,-1000.0
1487,1487,3,-1002.0
1488,1488,2,-1001.0
1489,1489,1,-1000.0
1490,1490,3,-1002.0
1491,1491,1,-1000.0
1492,1492,1,-1000.0
1493,1493,8,-1007.0
1494,1494,1,-1000.0
1495,1495,1,-1000.0
1496,1496,2,-1001.0
1497,1497,6,-1104.0
1498,1498,1,-1000.0
1499,1499,2,-1100.0
1500,1500,8,-1205.0
1501,1501,1,-1000.0
1502,1502,10,-1108.0
1503,1503,41,-1733.0
1504,1504,17,-1313.0
1505,1505,8,-1205.0
1506,1506,25,-1123.0
1507,1507,8,-1106.0
1508,1508,3,-1002.0
1509,1509,1,-1000.0
1510,1510,4,-1003.0
1511,1511,3,-1002.0
1512,1512,2,-1001.0
1513,1513,1,-1000.0
1514,1514,6,-1104.0
1515,1515,12,-1110.0
1516,1516,4,-1003.0
1517,1517,2,-1100.0
1518,1518,2,-1001.0
1519,1519,1,-1000.0
1520,1520,1,-1000.0
1521,1521,28,-1522.0
1522,1522,3,-1002.0
1523,1523,1,-1000.0
1524,1524,3,-1002.0
1525,1525,1,-1000.0
1526,1526,1,-1000.0
1527,1527,1,-1000.0
1528,1528,2,-1001.0
1529,1529,8,-1205.0
1530,1530,27,-1719.0
1531,1531,1,-1000.0
1532,1532,7,-1006.0
1533,1533,12,-1407.0
1534,1534,2,-1001.0
1535,1535,5,-1103.0
1536,1536,6,-1203.0
1537,1537,10,-1207.0
1538,1538,2,-1001.0
1539,1539,11,-1307.0
1540,1540,3,-1002.0
1541,1541,2,-1001.0
1542,1542,2,-1001.0
1543,1543,2,-1001.0
1544,1544,2,-1100.0
1545,1545,2,-1001.0
1546,1546,1,-1000.0
1547,1547,1,-1000.0
1548,1548,1,-1000.0
1549,1549,3,-1101.0
1550,1550,4,-1102.0
1551,1551,2,-1100.0
1552,1552,1,-1000.0
1553,1553,1,-1000.0
1554,1554,1,-1000.0
1555,1555,5,-1202.0
1556,1556,3,-1101.0
1557,1557,2,-1100.0
1558,1558,4,-1102.0
1559,1559,1,-1000.0
1560,1560,1,-1000.0
1561,1561,4,-1003.0
1562,1562,4,-1102.0
1563,1563,2,-1100.0
1564,1564,3,-1002.0
1565,1565,2,-1100.0
1566,1566,1,-1000.0
1567,1567,12,-1308.0
1568,1568,2,-1001.0
1569,1569,13,-1012.0
1570,1570,5,-1202.0
1571,1571,2,-1001.0
1572,1572,6,-1005.0
1573,1573,11,-1208.0
1574,1574,11,-1109.0
1575,1575,2,-1001.0
1576,1576,13,-1111.0
1577,1577,2,-1001.0
1578,1578,1,-1000.0
1579,1579,1,-1000.0
1580,1580,20,-1514.0
1581,1581,3,-1002.0
1582,1582,2,-1001.0
1583,1583,7,-1006.0
1584,1584,3,-1002.0
1585,1585,11,-1208.0
1586,1586,2,-1100.0
1587,1587,1,-1000.0
1588,1588,2,-1100.0
1589,1589,4,-1102.0
1590,1590,1,-1000.0
1591,1591,3,-1101.0
1592,1592,1,-1000.0
1593,1593,1,-1000.0
1594,1594,2,-1100.0
1595,1595,1,-1000.0
1596,1596,8,-1106.0
1597,1597,16,-1213.0
1598,1598,1,-1000.0
1599,1599,3,-1101.0
1600,1600,1,-1000.0
1601,1601,2,-1001.0
1602,1602,22,-1417.0
1603,1603,2,-1001.0
1604,1604,19,-1414.0
1605,1605,1,-1000.0
1606,1606,7,-1006.0
1607,1607,1,-1000.0
1608,1608,2,-1001.0
1609,1609,3,-1002.0
1610,1610,1,-1000.0
1611,1611,2,-1001.0
1612,1612,10,-1009.0
1613,1613,5,-1103.0
1614,1614,1,-1000.0
1615,1615,1,-1000.0
1616,1616,27,-1422.0
1617,1617,1,-1000.0
1618,1618,16,-1213.0
1619,1619,3,-1101.0
1620,1620,7,-1105.0
1621,1621,5,-1202.0
1622,1622,27,-1422.0
1623,1623,4,-1102.0
1624,1624,1,-1000.0
1625,1625,74,-2459.0
1626,1626,13,-1210.0
1627,1627,1,-1000.0
1628,1628,3,-1002.0
1629,1629,1,-1000.0
1630,1630,2,-1001.0
1631,1631,6,-1203.0
1632,1632,3,-1002.0
1633,1633,1,-1000.0
1634,1634,1,-1000.0
1635,1635,1,-1000.0
1636,1636,3,-1101.0
1637,1637,6,-1104.0
1638,1638,1,-1000.0
1639,1639,1,-1000.0
1640,1640,1,-1000.0
1641,1641,1,-1000.0
1642,1642,2,-1001.0
1643,1643,2,-1100.0
1644,1644,8,-1304.0
1645,1645,9,-1206.0
1646,1646,1,-1000.0
1647,1647,1,-1000.0
1648,1648,7,-1105.0
1649,1649,4,-1102.0
1650,1650,3,-1002.0
1651,1651,2,-1001.0
1652,1652,1,-1000.0
1653,1653,7,-1204.0
1654,1654,1,-1000.0
1655,1655,3,-1200.0
1656,1656,3,-1101.0
1657,1657,2,-1001.0
1658,1658,4,-1102.0
1659,1659,2,-1001.0
1660,1660,3,-1002.0
1661,1661,1,-1000.0
1662,1662,6,-1005.0
1663,1663,4,-1003.0
1664,1664,10,-1108.0
1665,1665,3,-1101.0
1666,1666,2,-1001.0
1667,1667,5,-1103.0
1668,1668,1,-1000.0
1669,1669,16,-1114.0
1670,1670,1,-1000.0
1671,1671,1,-1000.0
1672,1672,1,-1000.0
1673,1673,2,-1001.0
1674,1674,7,-1006.0
1675,1675,1,-1000.0
1676,1676,1,-1000.0
1677,1677,1,-1000.0
1678,1678,2,-1001.0
1679,1679,3,-1002.0
1680,1680,15,-1113.0
1681,1681,1,-1000.0
1682,1682,2,-1001.0
1683,1683,6,-1203.0
1684,1684,3,-1101.0
1685,1685,2,-1001.0
1686,1686,40,-1435.0
1687,1687,8,-1007.0
1688,1688,1,-1000.0
1689,1689,1,-1000.0
1690,1690,3,-1002.0
1691,1691,1,-1000.0
1692,1692,1,-1000.0
1693,1693,14,-1310.0
1694,1694,1,-1000.0
1695,1695,1,-1000.0
1696,1696,4,-1102.0
1697,1697,2,-1001.0
1698,1698,1,-1000.0
1699,1699,1,-1000.0
1700,1700,2,-1001.0
1701,1701,9,-1107.0
1702,1702,2,-1001.0
1703,1703,1,-1000.0
1704,1704,1,-1000.0
1705,1705,3,-1200.0
1706,1706,10,-1009.0
1707,1707,1,-1000.0
1708,1708,2,-1100.0
1709,1709,7,-1105.0
1710,1710,4,-1003.0
1711,1711,2,-1100.0
1712,1712,2,-1100.0
1713,1713,2,-1100.0
1714,1714,1,-1000.0
1715,1715,3,-1002.0
1716,1716,3,-1002.0
1717,1717,5,-1202.0
1718,1718,1,-1000.0
1719,1719,5,-1004.0
1720,1720,13,-1606.0
1721,1721,1,-1000.0
1722,1722,4,-1003.0
1723,1723,3,-1002.0
1724,1724,3,-1101.0
1725,1725,2,-1100.0
1726,1726,4,-1003.0
1727,1727,1,-1000.0
1728,1728,7,-1204.0
1729,1729,1,-1000.0
1730,1730,1,-1000.0
1731,1731,1,-1000.0
1732,1732,2,-1100.0
1733,1733,1,-1000.0
1734,1734,4,-1003.0
1735,1735,2,-1001.0
1736,1736,4,-1300.0
1737,1737,2,-1100.0
1738,1738,2,-1001.0
1739,1739,1,-1000.0
1740,1740,1,-1000.0
1741,1741,8,-1007.0
1742,1742,1,-1000.0
1743,1743,18,-1413.0
1744,1744,1,-1000.0
1745,1745,15,-1212.0
1746,1746,1,-1000.0
1747,1747,1,-1000.0
1748,1748,6,-1005.0
1749,1749,9,-1008.0
1750,1750,1,-1000.0
1751,1751,2,-1001.0
1752,1752,1,-1000.0
1753,1753,2,-1100.0
1754,1754,22,-1417.0
1755,1755,1,-1000.0
1756,1756,1,-1000.0
1757,1757,4,-1003.0
1758,1758,1,-1000.0
1759,1759,7,-1204.0
1760,1760,3,-1101.0
1761,1761,3,-1101.0
1762,1762,21,-1119.0
1763,1763,23,-1418.0
1764,1764,5,-1103.0
1765,1765,1,-1000.0
1766,1766,5,-1103.0
1767,1767,14,-1310.0
1768,1768,1,-1000.0
1769,1769,1,-1000.0
1770,1770,2,-1100.0
1771,1771,2,-1100.0
1772,1772,5,-1103.0
1773,1773,21,-1317.0
1774,1774,1,-1000.0
1775,1775,3,-1101.0
1776,1776,2,-1001.0
1777,1777,1,-1000.0
1778,1778,2,-1001.0
1779,1779,4,-1003.0
1780,1780,1,-1000.0
1781,1781,5,-1004.0
1782,1782,2,-1001.0
1783,1783,1,-1000.0
1784,1784,4,-1003.0
1785,1785,1,-1000.0
1786,1786,2,-1001.0
1787,1787,2,-1001.0
1788,1788,1,-1000.0
1789,1789,6,-1104.0
1790,1790,5,-1103.0
1791,1791,1,-1000.0
1792,1792,4,-1003.0
1793,1793,2,-1001.0
1794,1794,7,-1105.0
1795,1795,3,-1200.0
1796,1796,6,-1005.0
1797,1797,1,-1000.0
1798,1798,3,-1002.0
1799,1799,2,-1100.0
1800,1800,1,-1000.0
1801,1801,2,-1001.0
1802,1802,2,-1001.0
1803,1803,1,-1000.0
1804,1804,1,-1000.0
1805,1805,1,-1000.0
1806,1806,1,-1000.0
1807,1807,1,-1000.0
1808,1808,1,-1000.0
1809,1809,1,-1000.0
1810,1810,2,-1001.0
1811,1811,1,-1000.0
1812,1812,1,-1000.0
1813,1813,1,-1000.0
1814,1814,1,-1000.0
1815,1815,1,-1000.0
1816,1816,3,-1002.0
1817,1817,2,-1100.0
1818,1818,1,-1000.0
1819,1819,2,-1100.0
1820,1820,1,-1000.0
1821,1821,2,-1001.0
1822,1822,1,-1000.0
1823,1823,4,-1003.0
1824,1824,2,-1100.0
1825,1825,1,-1000.0
1826,1826,1,-1000.0
1827,1827,1,-1000.0
1828,1828,3,-1200.0
1829,1829,5,-1004.0
1830,1830,1,-1000.0
1831,1831,1,-1000.0
1832,1832,2,-1001.0
1833,1833,8,-1106.0
1834,1834,1,-1000.0
1835,1835,1,-1000.0
1836,1836,1,-1000.0
1837,1837,1,-1000.0
1838,1838,4,-1201.0
1839,1839,6,-1203.0
1840,1840,19,-1513.0
1841,1841,1,-1000.0
1842,1842,18,-1215.0
1843,1843,1,-1000.0
1844,1844,2,-1001.0
1845,1845,6,-1104.0
1846,1846,4,-1102.0
1847,1847,1,-1000.0
1848,1848,1,-1000.0
1849,1849,48,-1542.0
1850,1850,35,-1727.0
1851,1851,2,-1100.0
1852,1852,1,-1000.0
1853,1853,1,-1000.0
1854,1854,3,-1101.0
1855,1855,1,-1000.0
1856,1856,16,-1213.0
1857,1857,3,-1101.0
1858,1858,5,-1103.0
1859,1859,9,-1206.0
1860,1860,3,-1200.0
1861,1861,4,-1003.0
1862,1862,3,-1002.0
1863,1863,1,-1000.0
1864,1864,1,-1000.0
1865,1865,1,-1000.0
1866,1866,5,-1103.0
1867,1867,1,-1000.0
1868,1868,1,-1000.0
1869,1869,4,-1003.0
1870,1870,19,-1315.0
1871,1871,2,-1001.0
1872,1872,1,-1000.0
1873,1873,15,-1113.0
1874,1874,17,-1412.0
1875,1875,23,-1121.0
1876,1876,4,-1102.0
1877,1877,1,-1000.0
1878,1878,1,-1000.0
1879,1879,10,-1108.0
1880,1880,2,-1001.0
1881,1881,2,-1001.0
1882,1882,1,-1000.0
1883,1883,1,-1000.0
1884,1884,1,-1000.0
1885,1885,2,-1001.0
1886,1886,3,-1002.0
1887,1887,5,-1004.0
1888,1888,1,-1000.0
1889,1889,2,-1100.0
1890,1890,5,-1103.0
1891,1891,8,-1304.0
1892,1892,12,-1209.0
1893,1893,1,-1000.0
1894,1894,12,-1308.0
1895,1895,2,-1001.0
1896,1896,4,-1102.0
1897,1897,1,-1000.0
1898,1898,8,-1106.0
1899,1899,1,-1000.0
1900,1900,1,-1000.0
1901,1901,10,-1306.0
1902,1902,10,-1306.0
1903,1903,2,-1001.0
1904,1904,1,-1000.0
1905,1905,1,-1000.0
1906,1906,2,-1100.0
1907,1907,5,-1301.0
1908,1908,2,-1100.0
1909,1909,5,-1004.0
1910,1910,15,-1113.0
1911,1911,9,-1107.0
1912,1912,1,-1000.0
1913,1913,1,-1000.0
1914,1914,1,-1000.0
1915,1915,1,-1000.0
1916,1916,1,-1000.0
1917,1917,3,-1002.0
1918,1918,4,-1102.0
1919,1919,4,-1003.0
1920,1920,9,-1206.0
1921,1921,2,-1001.0
1922,1922,1,-1000.0
1923,1923,2,-1001.0
1924,1924,2,-1001.0
1925,1925,7,-1204.0
1926,1926,3,-1101.0
1927,1927,2,-1001.0
1928,1928,18,-1413.0
1929,1929,1,-1000.0
1930,1930,3,-1101.0
1931,1931,1,-1000.0
1932,1932,1,-1000.0
1933,1933,1,-1000.0
1934,1934,5,-1103.0
1935,1935,2,-1001.0
1936,1936,1,-1000.0
1937,1937,2,-1001.0
1938,1938,11,-1109.0
1939,1939,1,-1000.0
1940,1940,1,-1000.0
1941,1941,4,-1102.0
1942,1942,7,-1105.0
1943,1943,1,-1000.0
1944,1944,1,-1000.0
1945,1945,7,-1105.0
1946,1946,4,-1102.0
1947,1947,1,-1000.0
1948,1948,1,-1000.0
1949,1949,1,-1000.0
1950,1950,5,-1202.0
1951,1951,4,-1003.0
1952,1952,2,-1001.0
1953,1953,2,-1001.0
1954,1954,1,-1000.0
1955,1955,2,-1100.0
1956,1956,1,-1000.0
1957,1957,3,-1101.0
1958,1958,5,-1004.0
1959,1959,1,-1000.0
1960,1960,4,-1003.0
1961,1961,2,-1001.0
1962,1962,4,-1102.0
1963,1963,1,-1000.0
1964,1964,1,-1000.0
1965,1965,2,-1001.0
1966,1966,1,-1000.0
1967,1967,1,-1000.0
1968,1968,1,-1000.0
1969,1969,7,-1105.0
1970,1970,39,-2325.0
1971,1971,10,-1207.0
1972,1972,3,-1101.0
1973,1973,2,-1001.0
1974,1974,1,-1000.0
1975,1975,3,-1002.0
1976,1976,1,-1000.0
1977,1977,6,-1104.0
1978,1978,1,-1000.0
1979,1979,1,-1000.0
1980,1980,5,-1103.0
1981,1981,3,-1101.0
1982,1982,1,-1000.0
1983,1983,4,-1003.0
1984,1984,76,-1966.0
1985,1985,2,-1100.0
1986,1986,1,-1000.0
1987,1987,1,-1000.0
1988,1988,2,-1001.0
1989,1989,26,-1223.0
1990,1990,2,-1001.0
1991,1991,6,-1203.0
1992,1992,7,-1204.0
1993,1993,5,-1202.0
1994,1994,38,-1730.0
1995,1995,3,-1200.0
1996,1996,2,-1100.0
1997,1997,2,-1001.0
1998,1998,1,-1000.0
1999,1999,3,-1200.0
2000,2000,1,-1000.0
2001,2001,3,-1101.0
2002,2002,4,-1102.0
2003,2003,1,-1000.0
2004,2004,1,-1000.0
2005,2005,4,-1003.0
2006,2006,1,-1000.0
2007,2007,7,-1105.0
2008,2008,4,-1003.0
2009,2009,2,-1001.0
2010,2010,4,-1003.0
2011,2011,7,-1204.0
2012,2012,28,-1324.0
2013,2013,1,-1000.0
2014,2014,5,-1103.0
2015,2015,5,-1103.0
2016,2016,9,-1305.0
2017,2017,1,-1000.0
2018,2018,1,-1000.0
2019,2019,1,-1000.0
2020,2020,4,-1102.0
2021,2021,2,-1001.0
2022,2022,2,-1100.0
2023,2023,4,-1102.0
2024,2024,1,-1000.0
2025,2025,2,-1100.0
2026,2026,12,-1110.0
2027,2027,1,-1000.0
2028,2028,9,-1404.0
2029,2029,1,-1000.0
2030,2030,3,-1101.0
2031,2031,7,-1006.0
2032,2032,9,-1206.0
2033,2033,2,-1001.0
2034,2034,18,-1314.0
2035,2035,1,-1000.0
2036,2036,23,-1220.0
2037,2037,2,-1001.0
2038,2038,1,-1000.0
2039,2039,2,-1001.0
2040,2040,2,-1100.0
2041,2041,4,-1102.0
2042,2042,6,-1005.0
2043,2043,2,-1100.0
2044,2044,1,-1000.0
2045,2045,19,-1414.0
2046,2046,3,-1101.0
2047,2047,1,-1000.0
2048,2048,2,-1100.0
2049,2049,2,-1100.0
2050,2050,1,-1000.0
2051,2051,2,-1001.0
2052,2052,2,-1001.0
2053,2053,1,-1000.0
2054,2054,2,-1001.0
2055,2055,31,-1525.0
2056,2056,2,-1100.0
2057,2057,1,-1000.0
2058,2058,2,-1100.0
2059,2059,8,-1106.0
2060,2060,3,-1002.0
2061,2061,1,-1000.0
2062,2062,1,-1000.0
2063,2063,20,-1019.0
2064,2064,2,-1001.0
2065,2065,2,-1100.0
2066,2066,4,-1003.0
2067,2067,1,-1000.0
2068,2068,9,-1107.0
2069,2069,4,-1003.0
2070,2070,2,-1001.0
2071,2071,1,-1000.0
2072,2072,1,-1000.0
2073,2073,3,-1002.0
2074,2074,1,-1000.0
2075,2075,4,-1003.0
2076,2076,5,-1004.0
2077,2077,2,-1001.0
2078,2078,1,-1000.0
2079,2079,2,-1001.0
2080,2080,3,-1002.0
2081,2081,8,-1205.0
2082,2082,5,-1004.0
2083,2083,25,-1420.0
2084,2084,6,-1104.0
2085,2085,2,-1001.0
2086,2086,11,-1010.0
2087,2087,1,-1000.0
2088,2088,2,-1100.0
2089,2089,1,-1000.0
2090,2090,2,-1100.0
2091,2091,8,-1106.0
2092,2092,32,-1229.0
2093,2093,1,-1000.0
2094,2094,3,-1101.0
2095,2095,2,-1100.0
2096,2096,1,-1000.0
2097,2097,1,-1000.0
2098,2098,4,-1003.0
2099,2099,1,-1000.0
2100,2100,2,-1001.0
2101,2101,2,-1001.0
2102,2102,2,-1001.0
2103,2103,2,-1100.0
2104,2104,5,-1004.0
2105,2105,4,-1201.0
2106,2106,2,-1100.0
2107,2107,6,-1104.0
2108,2108,44,-1439.0
2109,2109,3,-1002.0
2110,2110,1,-1000.0
2111,2111,1,-1000.0
2112,2112,8,-1106.0
2113,2113,2,-1100.0
2114,2114,4,-1003.0
2115,2115,1,-1000.0
2116,2116,1,-1000.0
2117,2117,1,-1000.0
2118,2118,5,-1004.0
2119,2119,4,-1003.0
2120,2120,3,-1002.0
2121,2121,6,-1104.0
2122,2122,1,-1000.0
2123,2123,4,-1201.0
2124,2124,1,-1000.0
2125,2125,1,-1000.0
2126,2126,3,-1101.0
2127,2127,2,-1100.0
2128,2128,1,-1000.0
2129,2129,2,-1100.0
2130,2130,3,-1002.0
2131,2131,2,-1001.0
2132,2132,2,-1001.0
2133,2133,1,-1000.0
2134,2134,1,-1000.0
2135,2135,2,-1001.0
2136,2136,3,-1002.0
2137,2137,4,-1102.0
