,episode,actions,rewards
602,602,1,-1000.0
603,603,17,-1313.0
604,604,4,-1102.0
605,605,6,-1104.0
606,606,2,-1001.0
607,607,2,-1001.0
608,608,2,-1001.0
609,609,3,-1200.0
610,610,2,-1100.0
611,611,4,-1102.0
612,612,1,-1000.0
613,613,2,-1100.0
614,614,4,-1102.0
615,615,9,-1107.0
616,616,1,-1000.0
617,617,1,-1000.0
618,618,1,-1000.0
619,619,1,-1000.0
620,620,3,-1002.0
621,621,9,-1107.0
622,622,1,-1000.0
623,623,3,-1002.0
624,624,1,-1000.0
625,625,4,-1201.0
626,626,1,-1000.0
627,627,3,-1002.0
628,628,4,-1003.0
629,629,3,-1101.0
630,630,1,-1000.0
631,631,10,-1009.0
632,632,1,-1000.0
633,633,1,-1000.0
634,634,7,-1105.0
635,635,4,-1003.0
636,636,3,-1200.0
637,637,1,-1000.0
638,638,1,-1000.0
639,639,1,-1000.0
640,640,6,-1401.0
641,641,1,-1000.0
642,642,3,-1101.0
643,643,1,-1000.0
644,644,3,-1002.0
645,645,1,-1000.0
646,646,1,-1000.0
647,647,1,-1000.0
648,648,1,-1000.0
649,649,1,-1000.0
650,650,2,-1100.0
651,651,1,-1000.0
652,652,6,-1005.0
653,653,3,-1002.0
654,654,2,-1100.0
655,655,1,-1000.0
656,656,1,-1000.0
657,657,18,-1215.0
658,658,1,-1000.0
659,659,3,-1002.0
660,660,3,-1101.0
661,661,5,-1103.0
662,662,1,-1000.0
663,663,5,-1004.0
664,664,2,-1001.0
665,665,5,-1004.0
666,666,1,-1000.0
667,667,3,-1101.0
668,668,1,-1000.0
669,669,1,-1000.0
670,670,3,-1002.0
671,671,4,-1003.0
672,672,3,-1002.0
673,673,3,-1101.0
674,674,2,-1100.0
675,675,1,-1000.0
676,676,4,-1201.0
677,677,11,-1010.0
678,678,3,-1002.0
679,679,1,-1000.0
680,680,5,-1202.0
681,681,1,-1000.0
682,682,3,-1101.0
683,683,2,-1001.0
684,684,2,-1100.0
685,685,12,-1110.0
686,686,2,-1100.0
687,687,1,-1000.0
688,688,3,-1101.0
689,689,5,-1301.0
690,690,2,-1001.0
691,691,1,-1000.0
692,692,21,-1119.0
693,693,10,-1009.0
694,694,17,-1313.0
695,695,1,-1000.0
696,696,1,-1000.0
697,697,1,-1000.0
698,698,1,-1000.0
699,699,2,-1001.0
700,700,4,-1003.0
701,701,5,-1103.0
702,702,1,-1000.0
703,703,1,-1000.0
704,704,1,-1000.0
705,705,1,-1000.0
706,706,2,-1100.0
707,707,2,-1001.0
708,708,2,-1001.0
709,709,3,-1002.0
710,710,1,-1000.0
711,711,14,-1310.0
712,712,2,-1100.0
713,713,1,-1000.0
714,714,1,-1000.0
715,715,1,-1000.0
716,716,4,-1003.0
717,717,1,-1000.0
718,718,3,-1101.0
719,719,1,-1000.0
720,720,15,-1014.0
721,721,4,-1003.0
722,722,2,-1100.0
723,723,2,-1100.0
724,724,1,-1000.0
725,725,1,-1000.0
726,726,1,-1000.0
727,727,2,-1100.0
728,728,2,-1001.0
729,729,1,-1000.0
730,730,5,-1103.0
731,731,1,-1000.0
732,732,1,-1000.0
733,733,3,-1101.0
734,734,1,-1000.0
735,735,2,-1100.0
736,736,2,-1100.0
737,737,6,-1104.0
738,738,1,-1000.0
739,739,1,-1000.0
740,740,1,-1000.0
741,741,3,-1101.0
742,742,3,-1101.0
743,743,3,-1002.0
744,744,6,-1005.0
745,745,1,-1000.0
746,746,1,-1000.0
747,747,5,-1202.0
748,748,2,-1001.0
749,749,4,-1003.0
750,750,4,-1102.0
751,751,1,-1000.0
752,752,1,-1000.0
753,753,1,-1000.0
754,754,1,-1000.0
755,755,4,-1102.0
756,756,1,-1000.0
757,757,7,-1006.0
758,758,3,-1002.0
759,759,1,-1000.0
760,760,13,-1210.0
761,761,8,-1106.0
762,762,1,-1000.0
763,763,1,-1000.0
764,764,4,-1102.0
765,765,1,-1000.0
766,766,1,-1000.0
767,767,2,-1001.0
768,768,1,-1000.0
769,769,1,-1000.0
770,770,4,-1003.0
771,771,1,-1000.0
772,772,3,-1200.0
773,773,2,-1001.0
774,774,2,-1001.0
775,775,1,-1000.0
776,776,18,-1314.0
777,777,1,-1000.0
778,778,1,-1000.0
779,779,1,-1000.0
780,780,7,-1105.0
781,781,11,-1109.0
782,782,1,-1000.0
783,783,7,-1204.0
784,784,2,-1100.0
785,785,3,-1101.0
786,786,7,-1204.0
787,787,4,-1102.0
788,788,1,-1000.0
789,789,3,-1002.0
790,790,2,-1001.0
791,791,1,-1000.0
792,792,2,-1001.0
793,793,4,-1003.0
794,794,16,-1312.0
795,795,1,-1000.0
796,796,1,-1000.0
797,797,2,-1001.0
798,798,3,-1101.0
799,799,9,-1008.0
800,800,4,-1201.0
801,801,5,-1004.0
802,802,2,-1100.0
803,803,1,-1000.0
804,804,1,-1000.0
805,805,1,-1000.0
806,806,1,-1000.0
807,807,1,-1000.0
808,808,2,-1001.0
809,809,2,-1100.0
810,810,1,-1000.0
811,811,1,-1000.0
812,812,1,-1000.0
813,813,10,-1207.0
814,814,1,-1000.0
815,815,1,-1000.0
816,816,1,-1000.0
817,817,1,-1000.0
818,818,7,-1303.0
819,819,1,-1000.0
820,820,1,-1000.0
821,821,2,-1100.0
822,822,1,-1000.0
823,823,1,-1000.0
824,824,8,-1007.0
825,825,2,-1100.0
826,826,3,-1002.0
827,827,4,-1003.0
828,828,9,-1107.0
829,829,1,-1000.0
830,830,4,-1102.0
831,831,2,-1001.0
832,832,3,-1002.0
833,833,1,-1000.0
834,834,1,-1000.0
835,835,5,-1202.0
836,836,1,-1000.0
837,837,1,-1000.0
838,838,17,-1610.0
839,839,6,-1203.0
840,840,1,-1000.0
841,841,3,-1101.0
842,842,3,-1101.0
843,843,3,-1002.0
844,844,1,-1000.0
845,845,1,-1000.0
846,846,3,-1101.0
847,847,2,-1001.0
848,848,2,-1001.0
849,849,1,-1000.0
850,850,4,-1003.0
851,851,1,-1000.0
852,852,14,-1310.0
853,853,2,-1100.0
854,854,10,-1306.0
855,855,1,-1000.0
856,856,6,-1203.0
857,857,1,-1000.0
858,858,2,-1100.0
859,859,1,-1000.0
860,860,3,-1101.0
861,861,4,-1003.0
862,862,1,-1000.0
863,863,16,-1015.0
864,864,7,-1105.0
865,865,3,-1002.0
866,866,5,-1103.0
867,867,1,-1000.0
868,868,2,-1001.0
869,869,4,-1102.0
870,870,5,-1004.0
871,871,4,-1003.0
872,872,3,-1002.0
873,873,2,-1100.0
874,874,1,-1000.0
875,875,2,-1100.0
876,876,11,-1109.0
877,877,3,-1101.0
878,878,1,-1000.0
879,879,2,-1100.0
880,880,1,-1000.0
881,881,1,-1000.0
882,882,1,-1000.0
883,883,2,-1001.0
884,884,2,-1100.0
885,885,2,-1001.0
886,886,3,-1002.0
887,887,5,-1004.0
888,888,12,-1308.0
889,889,2,-1100.0
890,890,3,-1002.0
891,891,3,-1101.0
892,892,3,-1101.0
893,893,8,-1205.0
894,894,6,-1005.0
895,895,2,-1100.0
896,896,1,-1000.0
897,897,4,-1102.0
898,898,1,-1000.0
899,899,2,-1001.0
900,900,7,-1105.0
901,901,1,-1000.0
902,902,4,-1102.0
903,903,7,-1006.0
904,904,2,-1001.0
905,905,7,-1402.0
906,906,5,-1004.0
907,907,3,-1002.0
908,908,1,-1000.0
909,909,1,-1000.0
910,910,4,-1003.0
911,911,2,-1100.0
912,912,11,-1109.0
913,913,1,-1000.0
914,914,7,-1303.0
915,915,1,-1000.0
916,916,13,-1012.0
917,917,3,-1002.0
918,918,3,-1002.0
919,919,1,-1000.0
920,920,2,-1100.0
921,921,1,-1000.0
922,922,13,-1012.0
923,923,2,-1100.0
924,924,12,-1209.0
925,925,1,-1000.0
926,926,2,-1100.0
927,927,1,-1000.0
928,928,1,-1000.0
929,929,1,-1000.0
930,930,1,-1000.0
931,931,13,-1507.0
932,932,1,-1000.0
933,933,7,-1204.0
934,934,2,-1100.0
935,935,1,-1000.0
936,936,1,-1000.0
937,937,4,-1003.0
938,938,2,-1001.0
939,939,3,-1101.0
940,940,1,-1000.0
941,941,2,-1001.0
942,942,2,-1001.0
943,943,9,-1008.0
944,944,1,-1000.0
945,945,5,-1103.0
946,946,6,-1104.0
947,947,4,-1102.0
948,948,6,-1203.0
949,949,7,-1105.0
950,950,6,-1104.0
951,951,2,-1001.0
952,952,1,-1000.0
953,953,4,-1003.0
954,954,1,-1000.0
955,955,2,-1001.0
956,956,2,-1100.0
957,957,4,-1003.0
958,958,1,-1000.0
959,959,2,-1001.0
960,960,4,-1003.0
961,961,2,-1001.0
962,962,1,-1000.0
963,963,6,-1104.0
964,964,14,-1211.0
965,965,2,-1100.0
966,966,1,-1000.0
967,967,4,-1102.0
968,968,2,-1100.0
969,969,7,-1006.0
970,970,11,-1010.0
971,971,1,-1000.0
972,972,3,-1002.0
973,973,1,-1000.0
974,974,4,-1003.0
975,975,1,-1000.0
976,976,1,-1000.0
977,977,3,-1002.0
978,978,1,-1000.0
979,979,2,-1100.0
980,980,1,-1000.0
981,981,1,-1000.0
982,982,2,-1100.0
983,983,1,-1000.0
984,984,1,-1000.0
985,985,3,-1002.0
986,986,1,-1000.0
987,987,3,-1101.0
988,988,22,-1219.0
989,989,22,-1318.0
990,990,9,-1206.0
991,991,1,-1000.0
992,992,1,-1000.0
993,993,1,-1000.0
994,994,17,-1115.0
995,995,2,-1100.0
996,996,2,-1100.0
997,997,1,-1000.0
998,998,1,-1000.0
999,999,2,-1001.0
1000,1000,2,-1100.0
1001,1001,1,-1000.0
1002,1002,1,-1000.0
1003,1003,4,-1102.0
1004,1004,2,-1001.0
1005,1005,1,-1000.0
1006,1006,1,-1000.0
1007,1007,1,-1000.0
1008,1008,1,-1000.0
1009,1009,1,-1000.0
1010,1010,9,-1008.0
1011,1011,1,-1000.0
1012,1012,1,-1000.0
1013,1013,1,-1000.0
1014,1014,1,-1000.0
1015,1015,1,-1000.0
1016,1016,1,-1000.0
1017,1017,1,-1000.0
1018,1018,9,-1107.0
1019,1019,1,-1000.0
1020,1020,1,-1000.0
1021,1021,16,-1609.0
1022,1022,1,-1000.0
1023,1023,2,-1100.0
1024,1024,2,-1001.0
1025,1025,1,-1000.0
1026,1026,7,-1204.0
1027,1027,4,-1102.0
1028,1028,1,-1000.0
1029,1029,3,-1101.0
1030,1030,2,-1001.0
1031,1031,6,-1203.0
1032,1032,9,-1008.0
1033,1033,3,-1101.0
1034,1034,9,-1206.0
1035,1035,3,-1002.0
1036,1036,3,-1101.0
1037,1037,4,-1102.0
1038,1038,4,-1102.0
1039,1039,2,-1001.0
1040,1040,1,-1000.0
1041,1041,3,-1101.0
1042,1042,1,-1000.0
1043,1043,10,-1108.0
1044,1044,2,-1100.0
1045,1045,8,-1007.0
1046,1046,2,-1001.0
1047,1047,1,-1000.0
1048,1048,2,-1001.0
1049,1049,5,-1103.0
1050,1050,2,-1001.0
1051,1051,3,-1002.0
1052,1052,5,-1004.0
1053,1053,3,-1002.0
1054,1054,5,-1103.0
1055,1055,1,-1000.0
1056,1056,2,-1100.0
1057,1057,1,-1000.0
1058,1058,6,-1005.0
1059,1059,1,-1000.0
1060,1060,1,-1000.0
1061,1061,4,-1003.0
1062,1062,2,-1100.0
1063,1063,1,-1000.0
1064,1064,1,-1000.0
1065,1065,1,-1000.0
1066,1066,2,-1100.0
1067,1067,2,-1100.0
1068,1068,1,-1000.0
1069,1069,5,-1004.0
1070,1070,3,-1002.0
1071,1071,2,-1001.0
1072,1072,1,-1000.0
1073,1073,18,-1314.0
1074,1074,2,-1001.0
1075,1075,5,-1004.0
1076,1076,4,-1003.0
1077,1077,9,-1305.0
1078,1078,1,-1000.0
1079,1079,2,-1001.0
1080,1080,1,-1000.0
1081,1081,5,-1004.0
1082,1082,4,-1102.0
1083,1083,1,-1000.0
1084,1084,4,-1201.0
1085,1085,5,-1004.0
1086,1086,3,-1002.0
1087,1087,5,-1103.0
1088,1088,2,-1001.0
1089,1089,1,-1000.0
1090,1090,1,-1000.0
1091,1091,1,-1000.0
1092,1092,2,-1001.0
1093,1093,6,-1104.0
1094,1094,6,-1104.0
1095,1095,1,-1000.0
1096,1096,2,-1001.0
1097,1097,1,-1000.0
1098,1098,3,-1002.0
1099,1099,1,-1000.0
1100,1100,1,-1000.0
1101,1101,3,-1002.0
1102,1102,1,-1000.0
1103,1103,1,-1000.0
1104,1104,7,-1204.0
1105,1105,2,-1001.0
1106,1106,1,-1000.0
1107,1107,4,-1003.0
1108,1108,7,-1105.0
1109,1109,3,-1002.0
1110,1110,1,-1000.0
1111,1111,1,-1000.0
1112,1112,2,-1100.0
1113,1113,6,-1104.0
1114,1114,6,-1005.0
1115,1115,3,-1002.0
1116,1116,3,-1002.0
1117,1117,1,-1000.0
1118,1118,2,-1001.0
1119,1119,24,-1617.0
1120,1120,2,-1001.0
1121,1121,2,-1001.0
1122,1122,1,-1000.0
1123,1123,4,-1003.0
1124,1124,3,-1101.0
1125,1125,2,-1001.0
1126,1126,1,-1000.0
1127,1127,4,-1003.0
1128,1128,2,-1001.0
1129,1129,1,-1000.0
1130,1130,2,-1100.0
1131,1131,2,-1100.0
1132,1132,2,-1001.0
1133,1133,16,-1213.0
1134,1134,3,-1002.0
1135,1135,8,-1106.0
1136,1136,5,-1004.0
1137,1137,9,-1107.0
1138,1138,1,-1000.0
1139,1139,1,-1000.0
1140,1140,2,-1001.0
